id	old	new
3556	%+d 增加毒素傷害上限	%+d 毒素傷害最大值
3557	%+d 增加毒素傷害底限	%+d 毒素傷害最小值
3558	%+d 對抗惡魔準確率	%+d 對惡魔的準確率
3559	%+d 對抗不死生物準確率	%+d 對不死怪物的準確率
3560	稍微增加準確率	小幅攻擊速度提高
3561	%+d%% 攻擊速度	攻擊速度 %+d%%
3562	強化準確率	大幅攻擊速度提高
3563	再度攻擊速度加快	快速的打擊恢復
3565	超快速再度攻擊	最快的打擊恢復
3566	跑步／行走加快	快速的跑步 / 行走速度
3567	%+d%% 高速跑步／行走	%+d%% 跑步 / 行走速度
3568	急速跑步／行走	最快的跑步 / 行走速度
3569	施展速度加快	快速的施法速度
3570	%+d%% 高速施展速度	%+d%% 施法速度
3571	超高速施展率	最快的施法速度
3572	快速格擋速度	快速的格擋速度
3574	超高格擋速度	最快的格擋速度
3577	%d%% 造成壓碎性打擊的機率	%+d%% 機率造成粉碎打擊
3579	%+d 腳踢傷害	%+d 踢擊傷害
3580	在每殺一個敵人後取得 %+d 點法力	%+d 擊殺法力恢復
3581	火焰吸收 %d%%	火焰吸收 %+d%%
3583	閃電吸收 %d%%	電擊吸收 %+d%%
3584	%+d 閃電吸收	%+d 電擊吸收
3585	魔法吸收 %d%%	魔法吸收 %+d%%
3587	冰寒吸收 %d%%	冰寒吸收 %+d%%
3591	%d%% 致命攻擊	%+d%% 致命打擊
3593	祝福瞄準	精準祝福
3594	輕視	反抗
3595	%+d%% 最大火焰抗性	火焰抗性上限 %+d%%
3596	%+d%% 最大冰寒抗性	冰寒抗性上限 %+d%%
3597	%+d%% 最大閃電抗性	電擊抗性上限 %+d%%
3598	%+d%% 最大魔法抗性	魔法抗性上限 %+d%%
3599	%+d%% 最大毒素抗性	毒素抗性上限 %+d%%
3600	無法冰凍	無法凍結
3603	%+d 生命在殺死每一個惡魔後自動取得	%+d 擊殺惡魔生命恢復
3607	穿刺攻擊	%+d%% 穿透攻擊
3608	射出魔法箭	射出魔法箭矢
3609	發射爆炸性箭矢或十字弓彈	射出爆炸的弓矢或弩箭
3628	加強耐性	加強耐久度
3630	可以在凹槽安插物品	可以放入有鑲孔的
3631	武器、護盾或是頭盔	武器、盾牌或頭盔
4079	劍類武器 - %s	刀劍類武器 - %s
4085	杖類武器 - %s	法杖類武器 - %s
4086	長棍類武器 - %s	長柄類武器 - %s
4087	十字弓類武器 - %s	弩類武器 - %s
4088	超高速攻擊速度	最快的攻擊速度
4089	急速攻擊速度	極快的攻擊速度
4090	快速攻擊速度	快速的攻擊速度
4091	一般攻擊速度	一般的攻擊速度
4092	慢速攻擊速度	緩慢的攻擊速度
4093	緩慢攻擊速度	極慢的攻擊速度
4094	滯慢攻擊速度	最慢的攻擊速度
10001	%+d 耐力最大值	%+d 精力上限
10020	%d%% 減緩耐力消耗	精力消耗減緩 %d%%
10023	%+d%% 增強傷害	%+d%% 傷害強化
10025	%+d 到所有技能等級	%+d 所有技能等級
10027	增加 %d-%d 火焰傷害	附加 %d - %d 火焰傷害
10029	增加 %d-%d 冰寒傷害	附加 %d - %d 冰寒傷害
10030	%+d 閃電傷害	%+d 電擊傷害
10031	增加 %d-%d 閃電傷害	附加 %d - %d 電擊傷害
10033	增加 %d-%d 魔法傷害	附加 %d - %d 魔法傷害
10034	%+d 毒素傷害維持 %d 秒	%+d 毒素傷害，時效 %d 秒
10035	增加 %d-%d 毒素傷害維持 %d 秒	附加 %d - %d 毒素傷害，時效 %d 秒
10037	增加 %d-%d 傷害	附加 %d - %d 傷害
10041	閃電傷害降低	電擊傷害降低
10046	%+d 閃電傷害吸收	%+d 電擊傷害吸收
10054	%+d 鏢槍和長矛技能	%+d 標槍與長矛技能
10055	%+d 被動和魔法技能	%+d 被動與魔法技能
10056	%+d 弓和十字弓技能	%+d 弓與弩技能
10061	%+d 毒素和白骨技能	%+d 毒素與骸骨技能
10066	%+d 冰寒系技能	%+d 冰寒技能
10067	%+d 閃電系技能	%+d 閃電技能
10068	%+d 火焰系技能	%+d 火焰技能
10069	%+d 召喚系技能	%+d 召喚技能
10070	%+d 變形系技能	%+d 變形技能
10071	%+d 元素系技能	%+d 元素技能
10917	（限亞馬遜使用）	（只限亞馬遜）
10918	（限法師）	（只限魔法使）
10919	（限死靈法師）	（只限死靈法師）
10920	（限聖騎士）	（只限聖騎士）
10921	（限野蠻人使用）	（只限野蠻人）
10922	（限德魯伊使用）	（只限德魯伊）
10923	（限刺客使用）	（只限刺客）
10976	等級%d %s靈氣賦予	裝備時賦予等級 %d %s靈氣
10977	%+d 所有的屬性	%+d 所有屬性
10978	%+d%% 轉為經驗值獲得	獲得的經驗值 %+d%%
10979	%+d 生命值在殺死後獲得	%+d 擊殺生命恢復
10980	降低所有商人的價格 %d%%	所有商人的價格降低 %d%%
10981	殺死怪物回復平靜	殺死的怪物就此安息
10983	%d%% 轉為傷害相對	%d%% 傷害，針對
10984	殺死:	殺死：
10985	%0%% 機率復生為：%s	%0%% 機率將目標復生為：%1
10986	-%d%% 敵人冰寒抗性	敵人冰寒抗性 -%d%%
10987	-%d%% 敵人火焰抗性	敵人火焰抗性 -%d%%
10988	-%d%% 敵人閃電抗性	敵人電擊抗性 -%d%%
10989	-%d%% 對敵人毒素系抗性	敵人毒素抗性 -%d%%
10992	%+d%% 閃電系技能傷害	%+d%% 閃電技能傷害
10993	%+d%% 轉為毒素技能傷害	%+d%% 毒素技能傷害
10994	當你死去 %d%% 機率施展等級 %d %s	當你死亡時有 %d%% 機率施展等級 %d %s
10995	當你升級 %d%% 機率施展等級 %d %s	當你升級時有 %d%% 機率施展等級 %d %s
10996	當你殺死一敵人 %d%% 機率施展等級 %d %s	當你殺敵時有 %d%% 機率施展等級 %d %s
11003	+%d召喚技能	+%d 召喚技能
11032	%d%% 額外金幣從怪物身上取得	怪物金幣掉落量提高 %d%%
11033	%d%% 更佳的機率取得魔法裝備	尋獲魔法物品機率提高 %d%%
11034	擊中使怪物逃跑 %d%%	%+d%% 機率擊中使怪物逃跑
11035	%d%% 額外的攻擊準確率加成	%d%% 準確率加成
11037	機率使目標復生	機率使目標復活
11080	可以放入凹槽物品	可以放入有鑲孔的物品
11091	（以角色等級決定）	（依角色等級而定）
20438	留在物品欄中以獲得加乘效果	放在物品欄以獲得其加成效果
20439	瑪拉之藥	瑪拉的藥水
21207	凹槽	鑲孔
21208	對抗惡魔準確率	對惡魔的準確率
21209	對抗不死生物準確率	對不死怪物的準確率
21210	對抗惡魔傷害	對惡魔的傷害
21211	準確率加成	% 準確率
21212	鏢槍和長矛技能	標槍與長矛技能
21213	被動和魔法技能	被動與魔法技能
21214	弓和十字弓技能	弓與弩技能
21215	防禦性靈氣技能	防禦靈氣技能
21216	攻擊性靈氣技能	攻擊靈氣技能
21219	毒素和白骨技能	毒素與骸骨技能
21221	戰嚎技能	戰吼技能
21223	專精技能	戰鬥專精技能
21224	冰冷系技能	冰寒技能
21225	閃電系技能	閃電技能
21231	暗影修鍊技能	暗影修行技能
21232	戰爭藝術技能	武學技藝技能
21233	（以角色等級決定）	（依角色等級而定）
21234	%s （在夜間增加）	%s（在夜間增加）
21235	%s （在白天增加）	%s（在白天增加）
21236	%s (在黎明增加)	%s（在黎明增加）
21237	%s (在黃昏增加)	%s（在黃昏增加）
21238	使用次數	次的
21239	增加的空間	堆疊數量提高
21240	不會損壞	永不毀損
21241	每秒回復裝備耐久度 %d	每秒修復 %d 耐久度
21242	於 %d 秒內回復耐久度 %d	每 %1 秒修復 %0 點耐久度
21244	施展等級%d	施展等級 %d
21248	聚氣	次
21250	每一級	每級
21251	等級 %d %s (%d/%d 次)	等級 %d %s（%d/%d 次）
21255	對毒素免疫	毒素免疫
21259	法珠系 - %s	法珠類武器 - %s
21260	元素系傷害	元素傷害
21782	踢擊傷害： %d 到 %d	踢擊傷害：%d - %d 點
21783	施展機率	% 施展機率
21874	可以放入凹槽物品	可以放入有鑲孔的物品
21885	攻擊時有 %d%% 機率施展等級 %d %s 	攻擊時有 %d%% 機率施展等級 %d %s
21886	擊中時有 %d%% 機率施展等級 %d %s 	擊中時有 %d%% 機率施展等級 %d %s
21887	攻擊時有 %d%% 機率施展等級 %d %s	被擊中時有 %d%% 機率施展等級 %d %s
21888	從物品欄裡隱藏得到額外空間	放在物品欄以獲得其加成效果
22745	無形的 (無法修復)	無形（無法修復）
22746	這項物品無法修復	這項物品無法修復。
23001	傷害減少 %d%%	傷害降低 %d%%
23004	%+d 至 %s %s	%+d 至%s %s
23005	%+d 至 %s	%+d 至%s
23049	"無形的 (無法修復)	 有凹槽 (%i)"	無形（無法修復），鑲孔（%i）
23050	投擲傷害：%d 到 %d	投擲傷害：%d - %d 點
26333	右鍵點擊以重置屬性 / 技能點數	右鍵點擊以重置屬性與技能點數
